Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,147,"3,21",8388608,1262486,"15,05",0,3,104,292,255,1
04.01.2016 00:05:00,2,0,170,"3,71",8388608,1402575,"16,72",0,14,104,296,265,1
04.01.2016 00:10:00,2,0,154,"3,37",8388608,1301912,"15,52",0,4,104,291,254,1
04.01.2016 00:15:00,2,0,148,"3,24",8388608,1212154,"14,45",0,4,104,287,245,1
04.01.2016 00:20:00,2,0,145,"3,18",8388608,1089680,"12,99",0,6,104,285,245,1
04.01.2016 00:25:00,2,0,146,"3,18",8388608,1184471,"14,12",0,3,104,287,249,1
04.01.2016 00:30:00,2,0,146,"3,18",8388608,1083808,"12,92",0,3,104,286,247,1
04.01.2016 00:35:00,2,0,148,"3,23",8388608,1111491,"13,25",0,6,104,292,254,1
04.01.2016 00:40:00,2,0,171,"3,74",8388608,1285135,"15,32",0,8,104,301,264,1
04.01.2016 00:45:00,2,0,150,"3,26",8388608,1207121,"14,39",0,4,104,296,257,1
04.01.2016 00:50:00,2,0,145,"3,16",8388608,1094713,"13,05",0,7,104,285,247,1
04.01.2016 00:55:00,2,0,145,"3,18",8388608,1268358,"15,12",0,3,104,288,248,1
04.01.2016 01:00:00,2,0,146,"3,19",8388608,1240675,"14,79",0,3,104,293,253,1
04.01.2016 01:05:00,2,0,173,"3,77",8388608,1760769,"20,99",0,151,104,286,437,1
04.01.2016 01:10:00,2,0,147,"3,21",8388608,1564475,"18,65",0,3,104,288,248,1
04.01.2016 01:15:00,2,0,146,"3,19",8388608,1341338,"15,99",0,3,104,287,247,1
04.01.2016 01:20:00,2,0,144,"3,15",8388608,1128268,"13,45",0,6,104,286,248,1
04.01.2016 01:25:00,2,0,145,"3,16",8388608,966368,"11,52",0,4,104,283,244,1
04.01.2016 01:30:00,2,0,146,"3,18",8388608,1033476,"12,32",0,3,104,293,252,1
04.01.2016 01:35:00,2,0,149,"3,26",8388608,1184471,"14,12",0,6,104,291,254,1
04.01.2016 01:40:00,2,0,144,"3,15",8388608,1218026,"14,52",0,3,104,289,250,1
04.01.2016 01:45:00,2,0,146,"3,18",8388608,1195377,"14,25",0,4,104,290,250,1
04.01.2016 01:50:00,2,0,143,"3,12",8388608,989017,"11,79",0,6,104,283,246,1
04.01.2016 01:55:00,2,0,142,"3,09",8388608,1150917,"13,72",0,3,104,280,243,1
04.01.2016 02:00:00,2,0,145,"3,18",8388608,1207121,"14,39",0,3,104,294,257,1
04.01.2016 02:05:00,2,0,147,"3,2",8388608,1134140,"13,52",0,6,104,289,252,1
04.01.2016 02:10:00,2,0,150,"3,28",8388608,1039349,"12,39",0,4,104,299,251,1
04.01.2016 02:15:00,2,0,144,"3,14",8388608,1223898,"14,59",0,4,104,281,243,1
04.01.2016 02:20:00,2,0,145,"3,16",8388608,1089680,"12,99",0,6,104,287,250,1
04.01.2016 02:25:00,2,0,145,"3,17",8388608,932813,"11,12",0,4,104,286,247,1
04.01.2016 02:30:00,2,0,145,"3,18",8388608,989017,"11,79",0,3,104,291,254,1
04.01.2016 02:35:00,2,0,146,"3,19",8388608,1184471,"14,12",0,7,104,291,255,1
04.01.2016 02:40:00,2,0,146,"3,2",8388608,916036,"10,92",0,4,104,294,251,1
04.01.2016 02:45:00,2,0,146,"3,19",8388608,955462,"11,39",0,4,104,290,247,1
04.01.2016 02:50:00,2,0,146,"3,19",8388608,910164,"10,85",0,7,104,292,252,1
04.01.2016 02:55:00,2,0,145,"3,17",8388608,1027604,"12,25",0,4,104,293,253,1
04.01.2016 03:00:00,2,0,144,"3,14",8388608,1072903,"12,79",0,3,104,288,251,1
04.01.2016 03:05:00,2,0,171,"3,72",8388608,1178599,"14,05",0,13,104,292,260,1
04.01.2016 03:10:00,2,0,146,"3,18",8388608,1100585,"13,12",0,3,104,281,244,1
04.01.2016 03:15:00,2,0,151,"3,29",8388608,1094713,"13,05",0,6,104,285,250,1
04.01.2016 03:20:00,2,0,145,"3,16",8388608,1056126,"12,59",0,6,104,290,252,1
04.01.2016 03:25:00,2,0,148,"3,24",8388608,1083808,"12,92",0,4,104,291,248,1
04.01.2016 03:30:00,2,0,150,"3,28",8388608,1140012,"13,59",0,46,104,289,252,1
04.01.2016 03:35:00,2,0,144,"3,14",8388608,1072903,"12,79",0,6,104,290,251,1
04.01.2016 03:40:00,2,0,144,"3,15",8388608,1173566,"13,99",0,4,104,290,254,1
04.01.2016 03:45:00,2,0,143,"3,12",8388608,1307784,"15,59",0,3,104,286,248,1
04.01.2016 03:50:00,2,0,144,"3,15",8388608,1039349,"12,39",0,6,104,289,252,1
04.01.2016 03:55:00,2,0,143,"3,13",8388608,1212154,"14,45",0,4,104,290,253,1
04.01.2016 04:00:00,2,0,144,"3,15",8388608,1140012,"13,59",0,3,104,296,259,1
04.01.2016 04:05:00,2,0,102,"2,23",8388608,1274230,"15,19",0,5,104,164,148,1
04.01.2016 04:10:00,2,0,101,"2,21",8388608,1072903,"12,79",0,2,104,164,148,1
04.01.2016 04:15:00,2,0,102,"2,23",8388608,1228931,"14,65",0,3,104,165,149,1
04.01.2016 04:20:00,2,0,102,"2,23",8388608,1173566,"13,99",0,5,104,164,148,1
04.01.2016 04:25:00,2,0,103,"2,25",8388608,1140012,"13,59",0,3,104,164,148,1
04.01.2016 04:30:00,2,0,103,"2,25",8388608,1106457,"13,19",0,3,104,165,150,1
04.01.2016 04:35:00,2,0,102,"2,23",8388608,1061159,"12,65",0,6,104,165,149,1
04.01.2016 04:40:00,2,0,124,"2,72",8388608,1123235,"13,39",0,8,104,176,159,1
04.01.2016 04:45:00,2,0,103,"2,25",8388608,1178599,"14,05",0,3,104,165,149,1
04.01.2016 04:50:00,2,0,103,"2,26",8388608,1228931,"14,65",0,5,104,167,149,1
04.01.2016 04:55:00,2,0,101,"2,22",8388608,1123235,"13,39",0,3,104,165,148,1
04.01.2016 05:00:00,2,0,103,"2,24",8388608,1279263,"15,25",0,2,104,168,149,1
04.01.2016 05:05:00,2,0,100,"2,2",8388608,1207121,"14,39",0,5,104,165,148,1
04.01.2016 05:10:00,2,0,102,"2,23",8388608,1452907,"17,32",0,2,104,164,148,1
04.01.2016 05:15:00,2,0,103,"2,25",8388608,1274230,"15,19",0,3,104,166,149,1
04.01.2016 05:20:00,2,0,101,"2,21",8388608,1245708,"14,85",0,5,104,164,148,1
04.01.2016 05:25:00,2,0,103,"2,25",8388608,1396703,"16,65",0,3,104,165,148,1
04.01.2016 05:30:00,2,0,103,"2,26",8388608,1240675,"14,79",0,3,104,165,148,1
04.01.2016 05:35:00,2,0,102,"2,24",8388608,1173566,"13,99",0,5,104,164,149,1
04.01.2016 05:40:00,2,0,105,"2,29",8388608,1123235,"13,39",0,3,104,169,149,1
04.01.2016 05:45:00,2,0,103,"2,25",8388608,1358116,"16,19",0,3,104,164,148,1
04.01.2016 05:50:00,2,0,101,"2,21",8388608,1257452,"14,99",0,5,104,165,148,1
04.01.2016 05:55:00,2,0,105,"2,3",8388608,1207121,"14,39",0,4,104,166,151,1
04.01.2016 06:00:00,2,0,102,"2,23",8388608,1111491,"13,25",0,2,104,166,149,1
04.01.2016 06:05:00,2,0,74,"1,62",8388608,1307784,"15,59",0,5,104,87,80,1
04.01.2016 06:10:00,2,0,72,"1,58",8388608,989017,"11,79",0,2,104,87,80,1
04.01.2016 06:15:00,2,0,73,"1,6",8388608,1072903,"12,79",0,2,104,88,80,1
04.01.2016 06:20:00,2,0,72,"1,59",8388608,1128268,"13,45",0,5,104,87,80,1
04.01.2016 06:25:00,2,0,72,"1,57",8388608,938685,"11,19",0,3,104,87,80,1
04.01.2016 06:30:00,2,0,77,"1,69",8388608,1156789,"13,79",0,2,104,90,81,1
04.01.2016 06:35:00,2,0,76,"1,68",8388608,1128268,"13,45",0,6,104,89,83,1
04.01.2016 06:40:00,2,0,73,"1,59",8388608,1184471,"14,12",0,2,104,87,79,1
04.01.2016 06:45:00,2,0,76,"1,66",8388608,1223898,"14,59",0,2,104,87,80,1
04.01.2016 06:50:00,2,0,75,"1,63",8388608,983145,"11,72",0,5,104,94,81,1
04.01.2016 06:55:00,2,0,74,"1,61",8388608,960496,"11,45",0,2,104,87,80,1
04.01.2016 07:00:00,2,0,73,"1,61",8388608,865704,"10,32",0,2,104,88,80,1
04.01.2016 07:05:00,2,0,74,"1,63",8388608,1234803,"14,72",0,5,104,87,80,1
04.01.2016 07:10:00,2,0,72,"1,58",8388608,1123235,"13,39",0,2,104,87,80,1
04.01.2016 07:15:00,2,0,76,"1,66",8388608,1056126,"12,59",0,2,104,88,80,1
04.01.2016 07:20:00,2,0,73,"1,59",8388608,1156789,"13,79",0,4,104,87,80,1
04.01.2016 07:25:00,2,0,75,"1,63",8388608,1341338,"15,99",0,2,104,87,79,1
04.01.2016 07:30:00,2,0,73,"1,6",8388608,1089680,"12,99",0,2,104,88,80,1
04.01.2016 07:35:00,2,0,75,"1,65",8388608,1173566,"13,99",0,5,104,88,80,1
04.01.2016 07:40:00,2,0,73,"1,59",8388608,1072903,"12,79",0,2,104,88,80,1
04.01.2016 07:45:00,2,0,74,"1,63",8388608,1201249,"14,32",0,2,104,87,80,1
04.01.2016 07:50:00,2,0,73,"1,59",8388608,949590,"11,32",0,5,104,87,80,1
04.01.2016 07:55:00,2,0,75,"1,64",8388608,1212154,"14,45",0,2,104,88,80,1
04.01.2016 08:00:00,2,0,72,"1,59",8388608,1106457,"13,19",0,2,104,88,80,1
04.01.2016 08:05:00,2,0,74,"1,63",8388608,1100585,"13,12",0,5,104,87,80,1
04.01.2016 08:10:00,2,0,72,"1,58",8388608,1184471,"14,12",0,2,104,87,80,1
04.01.2016 08:15:00,2,0,76,"1,65",8388608,1234803,"14,72",0,3,104,88,80,1
04.01.2016 08:20:00,2,0,74,"1,63",8388608,1140012,"13,59",0,5,104,89,81,1
04.01.2016 08:25:00,2,0,75,"1,64",8388608,1100585,"13,12",0,2,104,88,80,1
04.01.2016 08:30:00,2,0,72,"1,59",8388608,910164,"10,85",0,2,104,88,80,1
04.01.2016 08:35:00,2,0,75,"1,64",8388608,1077936,"12,85",0,5,104,90,80,1
04.01.2016 08:40:00,2,0,94,"2,05",8388608,1234803,"14,72",0,7,104,97,91,1
04.01.2016 08:45:00,2,0,72,"1,57",8388608,1245708,"14,85",0,2,104,87,80,1
04.01.2016 08:50:00,2,0,75,"1,65",8388608,1291007,"15,39",0,5,104,89,80,1
