Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 00:05:00,2,0,11,"0,24",4194304,41524,"0,99",0,0,24,0,0,4
04.01.2016 00:10:00,2,0,12,"0,27",4194304,85983,"2,05",0,1,24,0,0,4
04.01.2016 00:15:00,2,0,11,"0,24",4194304,30199,"0,72",0,0,24,0,0,4
04.01.2016 00:20:00,2,0,10,"0,24",4194304,46976,"1,12",0,0,24,0,0,4
04.01.2016 00:25:00,2,0,10,"0,24",4194304,41524,"0,99",0,0,24,0,0,4
04.01.2016 00:30:00,2,0,21,"0,47",4194304,130862,"3,12",61,117,24,0,20,4
04.01.2016 00:35:00,2,0,10,"0,24",4194304,164417,"3,92",0,0,24,0,0,4
04.01.2016 00:40:00,2,0,10,"0,23",4194304,30199,"0,72",0,0,24,0,0,4
04.01.2016 00:45:00,2,0,10,"0,23",4194304,60817,"1,45",0,0,24,0,0,4
04.01.2016 00:50:00,2,0,10,"0,24",4194304,30199,"0,72",0,0,24,0,0,4
04.01.2016 00:55:00,2,0,10,"0,24",4194304,13841,"0,33",0,0,24,0,0,4
04.01.2016 01:00:00,2,0,10,"0,23",4194304,7969,"0,19",0,0,24,0,0,4
04.01.2016 01:05:00,2,0,11,"0,25",4194304,19294,"0,46",0,1,24,0,0,4
04.01.2016 01:10:00,2,0,10,"0,23",4194304,55365,"1,32",0,0,24,0,0,4
04.01.2016 01:15:00,2,0,10,"0,24",4194304,63753,"1,52",0,1,24,0,0,4
04.01.2016 01:20:00,2,0,10,"0,23",4194304,7969,"0,19",0,0,24,0,0,4
04.01.2016 01:25:00,2,0,10,"0,24",4194304,13841,"0,33",0,0,24,0,0,4
04.01.2016 01:30:00,2,0,10,"0,23",4194304,7969,"0,19",0,0,24,0,0,4
04.01.2016 01:35:00,2,0,10,"0,23",4194304,7969,"0,19",0,1,24,0,0,4
04.01.2016 01:40:00,2,0,10,"0,24",4194304,0,0,0,0,24,0,0,4
04.01.2016 01:45:00,2,0,10,"0,23",4194304,21810,"0,52",0,0,24,0,0,4
04.01.2016 01:50:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 01:55:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 02:00:00,2,0,10,"0,23",4194304,10905,"0,26",0,0,24,0,0,4
04.01.2016 02:05:00,2,0,11,"0,25",4194304,16358,"0,39",0,0,24,0,0,4
04.01.2016 02:10:00,2,0,10,"0,24",4194304,5453,"0,13",0,0,24,0,0,4
04.01.2016 02:15:00,2,0,10,"0,23",4194304,0,0,0,1,24,0,0,4
04.01.2016 02:20:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 02:25:00,2,0,10,"0,23",4194304,0,0,0,1,24,0,0,4
04.01.2016 02:30:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 02:35:00,2,0,10,"0,24",4194304,0,0,0,1,24,0,0,4
04.01.2016 02:40:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 02:45:00,2,0,10,"0,24",4194304,44460,"1,06",0,0,24,0,0,4
04.01.2016 02:50:00,2,0,10,"0,24",4194304,5453,"0,13",0,0,24,0,0,4
04.01.2016 02:55:00,2,0,10,"0,24",4194304,16358,"0,39",0,1,24,0,0,4
04.01.2016 03:00:00,2,0,10,"0,24",4194304,30199,"0,72",0,0,24,0,0,4
04.01.2016 03:05:00,2,0,11,"0,24",4194304,58301,"1,39",0,1,24,0,0,4
04.01.2016 03:10:00,2,0,10,"0,23",4194304,21810,"0,52",0,0,24,0,0,4
04.01.2016 03:15:00,2,0,10,"0,24",4194304,35652,"0,85",0,0,24,0,0,4
04.01.2016 03:20:00,2,0,10,"0,23",4194304,13841,"0,33",0,0,24,0,0,4
04.01.2016 03:25:00,2,0,10,"0,23",4194304,0,0,0,0,24,0,0,4
04.01.2016 03:30:00,2,0,11,"0,24",4194304,0,0,0,0,24,0,0,4
04.01.2016 03:35:00,2,0,10,"0,23",4194304,0,0,0,1,24,0,0,4
04.01.2016 03:40:00,2,0,16,"0,35",4194304,100244,"2,39",0,23,24,0,0,4
04.01.2016 03:45:00,2,0,10,"0,23",4194304,58301,"1,39",0,0,24,0,0,4
04.01.2016 03:50:00,2,0,10,"0,23",4194304,2517,"0,06",0,0,24,0,0,4
04.01.2016 03:55:00,2,0,10,"0,24",4194304,38588,"0,92",0,1,24,0,0,4
04.01.2016 04:00:00,2,0,10,"0,23",4194304,13841,"0,33",0,0,24,0,0,4
04.01.2016 04:05:00,2,0,11,"0,24",4194304,30199,"0,72",0,1,24,0,0,4
