Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,16,"0,37",4194304,161481,"3,85",0,1,28,0,0,8
04.01.2016 00:05:00,2,0,16,"0,36",4194304,94372,"2,25",0,2,28,0,0,8
04.01.2016 00:10:00,2,0,18,"0,4",4194304,52848,"1,26",0,1,28,0,0,8
04.01.2016 00:15:00,2,0,16,"0,36",4194304,63753,"1,52",0,1,28,0,0,8
04.01.2016 00:20:00,2,0,16,"0,37",4194304,58301,"1,39",0,2,28,0,0,8
04.01.2016 00:25:00,2,0,17,"0,38",4194304,80531,"1,92",0,1,28,0,0,8
04.01.2016 00:30:00,2,0,31,"0,68",4194304,287310,"6,85",0,142,28,2,74,8
04.01.2016 00:35:00,2,0,17,"0,37",4194304,460954,"10,99",0,2,28,0,0,8
04.01.2016 00:40:00,2,0,17,"0,39",4194304,133798,"3,19",0,1,28,0,0,8
04.01.2016 00:45:00,2,0,16,"0,36",4194304,83467,"1,99",0,1,28,0,3,8
04.01.2016 00:50:00,2,0,16,"0,37",4194304,44040,"1,05",0,1,28,0,0,8
04.01.2016 00:55:00,2,0,17,"0,38",4194304,100244,"2,39",0,1,28,0,0,8
04.01.2016 01:00:00,2,0,16,"0,35",4194304,80531,"1,92",0,1,28,0,0,8
04.01.2016 01:05:00,2,0,18,"0,39",4194304,80531,"1,92",0,2,28,0,0,8
04.01.2016 01:10:00,2,0,17,"0,38",4194304,83467,"1,99",0,1,28,0,0,8
04.01.2016 01:15:00,2,0,16,"0,35",4194304,122474,"2,92",0,2,28,0,0,8
04.01.2016 01:20:00,2,0,18,"0,4",4194304,119538,"2,85",0,1,28,0,0,8
04.01.2016 01:25:00,2,0,17,"0,38",4194304,127926,"3,05",0,1,28,0,0,8
04.01.2016 01:30:00,2,0,16,"0,35",4194304,144703,"3,45",0,1,28,0,0,8
04.01.2016 01:35:00,2,0,17,"0,37",4194304,97308,"2,32",0,2,28,0,0,8
04.01.2016 01:40:00,2,0,17,"0,37",4194304,83467,"1,99",0,1,28,0,1,8
04.01.2016 01:45:00,2,0,16,"0,36",4194304,52429,"1,25",0,1,28,0,0,8
04.01.2016 01:50:00,2,0,17,"0,38",4194304,66689,"1,59",0,1,28,0,0,8
04.01.2016 01:55:00,2,0,19,"0,42",4194304,102760,"2,45",0,2,28,0,3,8
04.01.2016 02:00:00,2,0,18,"0,41",4194304,63753,"1,52",0,1,28,0,1,8
04.01.2016 02:05:00,2,0,18,"0,41",4194304,117021,"2,79",0,2,28,0,0,8
04.01.2016 02:10:00,2,0,18,"0,4",4194304,102760,"2,45",0,1,28,0,0,8
04.01.2016 02:15:00,2,0,17,"0,38",4194304,97308,"2,32",0,2,28,0,4,8
