Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,1,0,26,"1,26",2097152,121425,"5,79",0,0,22,1,1,1
04.01.2016 00:05:00,1,0,27,"1,28",2097152,98986,"4,72",0,0,22,1,1,1
04.01.2016 00:10:00,1,0,37,"1,75",2097152,83676,"3,99",0,0,22,2,19,1
04.01.2016 00:15:00,1,0,26,"1,26",2097152,180145,"8,59",0,0,22,1,1,1
04.01.2016 00:20:00,1,0,27,"1,3",2097152,71093,"3,39",0,0,22,1,1,1
04.01.2016 00:25:00,1,0,25,"1,21",2097152,80740,"3,85",0,0,22,1,1,1
04.01.2016 00:30:00,1,0,26,"1,26",2097152,90597,"4,32",0,0,22,8,3,1
04.01.2016 00:35:00,1,0,27,"1,32",2097152,115763,"5,52",0,0,22,1,1,1
04.01.2016 00:40:00,1,0,25,"1,23",2097152,62705,"2,99",0,0,22,1,1,1
04.01.2016 00:45:00,1,0,26,"1,24",2097152,103180,"4,92",0,0,22,1,1,1
04.01.2016 00:50:00,1,0,27,"1,29",2097152,107374,"5,12",0,0,22,1,1,1
04.01.2016 00:55:00,1,0,25,"1,22",2097152,128346,"6,12",0,0,22,1,1,1
04.01.2016 01:00:00,1,0,26,"1,25",2097152,90597,"4,32",0,0,22,1,1,1
04.01.2016 01:05:00,1,0,29,"1,38",2097152,114295,"5,45",0,0,22,1,1,1
04.01.2016 01:10:00,1,0,26,"1,25",2097152,113036,"5,39",0,0,22,1,1,1
04.01.2016 01:15:00,1,0,26,"1,24",2097152,80740,"3,85",0,0,22,1,1,1
04.01.2016 01:20:00,1,0,27,"1,29",2097152,73820,"3,52",0,0,22,1,1,1
04.01.2016 01:25:00,1,0,26,"1,24",2097152,143655,"6,85",0,0,22,1,1,1
04.01.2016 01:30:00,1,0,26,"1,23",2097152,105906,"5,05",0,0,22,1,2,1
04.01.2016 01:35:00,1,0,27,"1,32",2097152,104648,"4,99",0,0,22,1,1,1
04.01.2016 01:40:00,1,0,25,"1,2",2097152,107374,"5,12",0,0,22,1,1,1
04.01.2016 01:45:00,1,0,26,"1,23",2097152,80740,"3,85",0,0,22,1,1,1
04.01.2016 01:50:00,1,0,27,"1,28",2097152,83676,"3,99",0,0,22,1,1,1
04.01.2016 01:55:00,1,0,25,"1,19",2097152,97518,"4,65",0,0,22,1,1,1
04.01.2016 02:00:00,1,0,26,"1,25",2097152,96259,"4,59",0,0,22,1,1,1
04.01.2016 02:05:00,1,0,28,"1,33",2097152,52848,"2,52",0,0,22,1,1,1
04.01.2016 02:10:00,1,0,25,"1,21",2097152,50122,"2,39",0,0,22,1,1,1
04.01.2016 02:15:00,1,0,26,"1,26",2097152,142397,"6,79",0,0,22,1,1,1
