Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,19,"0,41",4194304,295698,"7,05",0,3,24,0,0,4
04.01.2016 00:05:00,2,0,19,"0,42",4194304,284793,"6,79",0,3,24,0,0,4
04.01.2016 00:10:00,2,0,20,"0,44",4194304,379585,"9,05",0,3,24,0,0,4
04.01.2016 00:15:00,2,0,19,"0,42",4194304,284793,"6,79",0,3,24,0,0,4
04.01.2016 00:20:00,2,0,19,"0,42",4194304,301570,"7,19",0,2,24,0,0,4
04.01.2016 00:25:00,2,0,18,"0,41",4194304,268016,"6,39",0,3,24,0,0,4
04.01.2016 00:30:00,2,0,18,"0,41",4194304,234462,"5,59",0,2,24,0,0,4
04.01.2016 00:35:00,2,0,19,"0,42",4194304,410622,"9,79",0,3,24,0,0,4
04.01.2016 00:40:00,2,0,18,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 00:45:00,2,0,19,"0,42",4194304,259627,"6,19",0,2,24,0,0,4
04.01.2016 00:50:00,2,0,19,"0,41",4194304,284793,"6,79",0,2,24,0,0,4
04.01.2016 00:55:00,2,0,19,"0,42",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 01:00:00,2,0,18,"0,41",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 01:05:00,2,0,19,"0,42",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 01:10:00,2,0,30,"0,67",4194304,452565,"10,79",0,144,24,1,36,4
04.01.2016 01:15:00,2,0,18,"0,41",4194304,570006,"13,59",0,3,24,0,0,4
04.01.2016 01:20:00,2,0,18,"0,41",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 01:25:00,2,0,19,"0,42",4194304,419011,"9,99",0,3,24,0,0,4
04.01.2016 01:30:00,2,0,18,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 01:35:00,2,0,19,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 01:40:00,2,0,18,"0,4",4194304,351902,"8,39",0,2,24,0,0,4
04.01.2016 01:45:00,2,0,18,"0,41",4194304,307023,"7,32",0,3,24,0,0,4
04.01.2016 01:50:00,2,0,18,"0,41",4194304,309959,"7,39",0,2,24,0,0,4
04.01.2016 01:55:00,2,0,18,"0,41",4194304,298634,"7,12",0,3,24,0,0,4
04.01.2016 02:00:00,2,0,18,"0,4",4194304,318348,"7,59",0,2,24,0,0,4
04.01.2016 02:05:00,2,0,19,"0,42",4194304,251239,"5,99",0,3,24,0,0,4
04.01.2016 02:10:00,2,0,18,"0,41",4194304,242850,"5,79",0,2,24,0,0,4
04.01.2016 02:15:00,2,0,18,"0,41",4194304,323800,"7,72",0,3,24,0,0,4
04.01.2016 02:20:00,2,0,26,"0,57",4194304,477731,"11,39",0,2,24,0,0,4
04.01.2016 02:25:00,2,0,18,"0,41",4194304,486120,"11,59",0,2,24,0,0,4
04.01.2016 02:30:00,2,0,18,"0,4",4194304,309959,"7,39",0,2,24,0,0,4
04.01.2016 02:35:00,2,0,18,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 02:40:00,2,0,18,"0,4",4194304,276405,"6,59",0,2,24,0,0,4
04.01.2016 02:45:00,2,0,18,"0,41",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 02:50:00,2,0,18,"0,4",4194304,360291,"8,59",0,2,24,0,0,4
04.01.2016 02:55:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 03:00:00,2,0,18,"0,41",4194304,284793,"6,79",0,2,24,0,0,4
04.01.2016 03:05:00,2,0,19,"0,42",4194304,251239,"5,99",0,3,24,0,0,4
04.01.2016 03:10:00,2,0,18,"0,4",4194304,309959,"7,39",0,2,24,0,0,4
04.01.2016 03:15:00,2,0,18,"0,4",4194304,268016,"6,39",0,3,24,0,0,4
04.01.2016 03:20:00,2,0,18,"0,41",4194304,251239,"5,99",0,2,24,0,0,4
04.01.2016 03:25:00,2,0,18,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 03:30:00,2,0,24,"0,53",4194304,284793,"6,79",0,26,24,0,0,4
04.01.2016 03:35:00,2,0,19,"0,42",4194304,393845,"9,39",0,3,24,0,0,4
04.01.2016 03:40:00,2,0,18,"0,42",4194304,284793,"6,79",0,2,24,0,0,4
04.01.2016 03:45:00,2,0,19,"0,42",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 03:50:00,2,0,18,"0,41",4194304,293182,"6,99",0,2,24,0,0,4
04.01.2016 03:55:00,2,0,19,"0,42",4194304,385457,"9,19",0,3,24,0,0,4
04.01.2016 04:00:00,2,0,19,"0,41",4194304,368679,"8,79",0,2,24,0,0,4
04.01.2016 04:05:00,2,0,19,"0,42",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 04:10:00,2,0,18,"0,41",4194304,351902,"8,39",0,2,24,0,0,4
04.01.2016 04:15:00,2,0,19,"0,41",4194304,360291,"8,59",0,2,24,0,0,4
04.01.2016 04:20:00,2,0,18,"0,41",4194304,351902,"8,39",0,2,24,0,0,4
04.01.2016 04:25:00,2,0,19,"0,42",4194304,270533,"6,45",0,2,24,0,0,4
04.01.2016 04:30:00,2,0,19,"0,42",4194304,309959,"7,39",0,2,24,0,0,4
04.01.2016 04:35:00,2,0,19,"0,42",4194304,259627,"6,19",0,3,24,0,0,4
04.01.2016 04:40:00,2,0,18,"0,41",4194304,326736,"7,79",0,2,24,0,0,4
04.01.2016 04:45:00,2,0,18,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 04:50:00,2,0,19,"0,41",4194304,276405,"6,59",0,2,24,0,0,4
04.01.2016 04:55:00,2,0,19,"0,42",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 05:00:00,2,0,19,"0,41",4194304,259627,"6,19",0,2,24,0,0,4
04.01.2016 05:05:00,2,0,19,"0,43",4194304,343513,"8,19",0,3,24,0,0,4
04.01.2016 05:10:00,2,0,18,"0,41",4194304,217684,"5,19",0,2,24,0,0,4
04.01.2016 05:15:00,2,0,19,"0,42",4194304,242850,"5,79",0,2,24,0,0,4
04.01.2016 05:20:00,2,0,18,"0,41",4194304,293182,"6,99",0,2,24,0,0,4
04.01.2016 05:25:00,2,0,19,"0,42",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 05:30:00,2,0,19,"0,41",4194304,276405,"6,59",0,2,24,0,0,4
