Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,18,"0,41",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 00:05:00,2,0,19,"0,43",4194304,393845,"9,39",0,3,24,0,0,4
04.01.2016 00:10:00,2,0,20,"0,45",4194304,377068,"8,99",0,3,24,0,0,4
04.01.2016 00:15:00,2,0,30,"0,67",4194304,502897,"11,99",0,7,24,0,40,4
04.01.2016 00:20:00,2,0,18,"0,41",4194304,469343,"11,19",0,2,24,0,0,4
04.01.2016 00:25:00,2,0,18,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 00:30:00,2,0,18,"0,41",4194304,295698,"7,05",0,3,24,0,0,4
04.01.2016 00:35:00,2,0,19,"0,42",4194304,281857,"6,72",0,3,24,0,0,4
04.01.2016 00:40:00,2,0,19,"0,42",4194304,295698,"7,05",0,3,24,0,0,4
04.01.2016 00:45:00,2,0,18,"0,41",4194304,273469,"6,52",0,3,24,0,0,4
04.01.2016 00:50:00,2,0,19,"0,42",4194304,337641,"8,05",0,3,24,0,0,4
04.01.2016 00:55:00,2,0,19,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 01:00:00,2,0,19,"0,42",4194304,298634,"7,12",0,3,24,0,0,4
04.01.2016 01:05:00,2,0,19,"0,42",4194304,365743,"8,72",0,3,24,0,0,4
04.01.2016 01:10:00,2,0,18,"0,41",4194304,320864,"7,65",0,3,24,0,0,4
04.01.2016 01:15:00,2,0,19,"0,42",4194304,298634,"7,12",0,3,24,0,0,4
04.01.2016 01:20:00,2,0,19,"0,41",4194304,320864,"7,65",0,20,24,0,0,4
04.01.2016 01:25:00,2,0,18,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 01:30:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 01:35:00,2,0,19,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 01:40:00,2,0,18,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 01:45:00,2,0,18,"0,41",4194304,371196,"8,85",0,3,24,0,0,4
04.01.2016 01:50:00,2,0,19,"0,42",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 01:55:00,2,0,19,"0,41",4194304,304087,"7,25",0,3,24,0,0,4
04.01.2016 02:00:00,2,0,19,"0,42",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 02:05:00,2,0,19,"0,42",4194304,365743,"8,72",0,3,24,0,0,4
04.01.2016 02:10:00,2,0,19,"0,41",4194304,343513,"8,19",0,3,24,0,0,4
04.01.2016 02:15:00,2,0,19,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 02:20:00,2,0,18,"0,41",4194304,307023,"7,32",0,3,24,0,0,4
04.01.2016 02:25:00,2,0,19,"0,41",4194304,256691,"6,12",0,3,24,0,0,4
04.01.2016 02:30:00,2,0,18,"0,41",4194304,329253,"7,85",0,3,24,0,0,4
04.01.2016 02:35:00,2,0,18,"0,41",4194304,248303,"5,92",0,3,24,0,0,4
04.01.2016 02:40:00,2,0,18,"0,41",4194304,346030,"8,25",0,2,24,0,0,4
04.01.2016 02:45:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 02:50:00,2,0,19,"0,41",4194304,385457,"9,19",0,3,24,0,0,4
04.01.2016 02:55:00,2,0,18,"0,41",4194304,320864,"7,65",0,3,24,0,0,4
04.01.2016 03:00:00,2,0,19,"0,42",4194304,278921,"6,65",0,3,24,0,0,4
04.01.2016 03:05:00,2,0,19,"0,42",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 03:10:00,2,0,19,"0,42",4194304,307023,"7,32",0,3,24,0,0,4
04.01.2016 03:15:00,2,0,19,"0,41",4194304,429916,"10,25",0,3,24,0,0,4
04.01.2016 03:20:00,2,0,19,"0,41",4194304,290246,"6,92",0,3,24,0,0,4
04.01.2016 03:25:00,2,0,24,"0,54",4194304,377068,"8,99",0,27,24,0,0,4
04.01.2016 03:30:00,2,0,18,"0,41",4194304,377068,"8,99",0,3,24,0,0,4
04.01.2016 03:35:00,2,0,19,"0,42",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 03:40:00,2,0,18,"0,41",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 03:45:00,2,0,18,"0,41",4194304,410622,"9,79",0,3,24,0,0,4
04.01.2016 03:50:00,2,0,19,"0,41",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 03:55:00,2,0,18,"0,41",4194304,368679,"8,79",0,3,24,0,0,4
04.01.2016 04:00:00,2,0,18,"0,41",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 04:05:00,2,0,18,"0,41",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 04:10:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 04:15:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 04:20:00,2,0,19,"0,41",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 04:25:00,2,0,18,"0,41",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 04:30:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 04:35:00,2,0,18,"0,42",4194304,385457,"9,19",0,3,24,0,0,4
04.01.2016 04:40:00,2,0,19,"0,42",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 04:45:00,2,0,18,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 04:50:00,2,0,19,"0,41",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 04:55:00,2,0,18,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 05:00:00,2,0,18,"0,41",4194304,309959,"7,39",0,2,24,0,0,4
04.01.2016 05:05:00,2,0,19,"0,42",4194304,284793,"6,79",0,3,24,0,0,4
04.01.2016 05:10:00,2,0,18,"0,41",4194304,377068,"8,99",0,3,24,0,0,4
04.01.2016 05:15:00,2,0,18,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 05:20:00,2,0,18,"0,41",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 05:25:00,2,0,18,"0,41",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 05:30:00,2,0,19,"0,42",4194304,259627,"6,19",0,3,24,0,0,4
04.01.2016 05:35:00,2,0,18,"0,41",4194304,259627,"6,19",0,3,24,0,0,4
04.01.2016 05:40:00,2,0,19,"0,41",4194304,278921,"6,65",0,3,24,0,0,4
04.01.2016 05:45:00,2,0,19,"0,41",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 05:50:00,2,0,18,"0,41",4194304,407686,"9,72",0,3,24,0,0,4
04.01.2016 05:55:00,2,0,18,"0,41",4194304,318348,"7,59",0,3,24,0,0,4
04.01.2016 06:00:00,2,0,18,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 06:05:00,2,0,19,"0,42",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 06:10:00,2,0,19,"0,42",4194304,427400,"10,19",0,3,24,0,0,4
04.01.2016 06:15:00,2,0,18,"0,41",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 06:20:00,2,0,19,"0,42",4194304,343513,"8,19",0,3,24,0,0,4
04.01.2016 06:25:00,2,0,18,"0,41",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 06:30:00,2,0,19,"0,42",4194304,295698,"7,05",0,3,24,0,0,4
04.01.2016 06:35:00,2,0,19,"0,42",4194304,377068,"8,99",0,3,24,0,0,4
04.01.2016 06:40:00,2,0,18,"0,41",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 06:45:00,2,0,18,"0,41",4194304,217684,"5,19",0,3,24,0,0,4
04.01.2016 06:50:00,2,0,18,"0,41",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 06:55:00,2,0,18,"0,41",4194304,268016,"6,39",0,3,24,0,0,4
04.01.2016 07:00:00,2,0,18,"0,41",4194304,268016,"6,39",0,3,24,0,0,4
04.01.2016 07:05:00,2,0,19,"0,42",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 07:10:00,2,0,19,"0,42",4194304,326736,"7,79",0,3,24,0,0,4
04.01.2016 07:15:00,2,0,19,"0,41",4194304,360291,"8,59",0,3,24,0,0,4
04.01.2016 07:20:00,2,0,19,"0,42",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 07:25:00,2,0,18,"0,41",4194304,410622,"9,79",0,3,24,0,0,4
04.01.2016 07:30:00,2,0,18,"0,41",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 07:35:00,2,0,19,"0,42",4194304,309959,"7,39",0,3,24,0,0,4
04.01.2016 07:40:00,2,0,19,"0,42",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 07:45:00,2,0,18,"0,41",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 07:50:00,2,0,19,"0,42",4194304,262144,"6,25",0,3,24,0,0,4
04.01.2016 07:55:00,2,0,19,"0,42",4194304,284793,"6,79",0,3,24,0,0,4
04.01.2016 08:00:00,2,0,19,"0,42",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 08:05:00,2,0,19,"0,43",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 08:10:00,2,0,19,"0,43",4194304,276405,"6,59",0,3,24,0,0,4
04.01.2016 08:15:00,2,0,19,"0,42",4194304,226073,"5,39",0,3,24,0,0,4
04.01.2016 08:20:00,2,0,19,"0,42",4194304,335125,"7,99",0,3,24,0,0,4
04.01.2016 08:25:00,2,0,19,"0,42",4194304,393845,"9,39",0,3,24,0,0,4
04.01.2016 08:30:00,2,0,19,"0,41",4194304,351902,"8,39",0,3,24,0,0,4
04.01.2016 08:35:00,2,0,19,"0,42",4194304,226073,"5,39",0,3,24,0,0,4
04.01.2016 08:40:00,2,0,19,"0,42",4194304,301570,"7,19",0,3,24,0,0,4
04.01.2016 08:45:00,2,0,19,"0,42",4194304,293182,"6,99",0,3,24,0,0,4
04.01.2016 08:50:00,2,0,19,"0,42",4194304,301570,"7,19",0,3,24,0,0,4
