Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],cores
04.01.2016 00:00:00,2,0,96,"2,1",4194304,312476,"7,45",0,12,54,0,1,2
04.01.2016 00:05:00,2,0,116,"2,53",4194304,346030,"8,25",0,39,54,11,36,2
04.01.2016 00:10:00,2,0,99,"2,15",4194304,332189,"7,92",0,14,54,1,1,2
04.01.2016 00:15:00,2,0,95,"2,08",4194304,122474,"2,92",0,14,54,1,1,2
04.01.2016 00:20:00,2,0,96,"2,1",4194304,130862,"3,12",0,13,54,1,1,2
04.01.2016 00:25:00,2,0,96,"2,11",4194304,181194,"4,32",0,14,54,1,1,2
04.01.2016 00:30:00,2,0,94,"2,05",4194304,158964,"3,79",0,12,54,1,8,2
04.01.2016 00:35:00,2,0,96,"2,11",4194304,144703,"3,45",0,14,54,1,1,2
04.01.2016 00:40:00,2,0,96,"2,1",4194304,150576,"3,59",0,14,54,1,1,2
04.01.2016 00:45:00,2,0,97,"2,13",4194304,186647,"4,45",0,13,54,1,1,2
04.01.2016 00:50:00,2,0,107,"2,34",4194304,340577,"8,12",0,12,54,1,1,2
04.01.2016 00:55:00,2,0,106,"2,32",4194304,360291,"8,59",0,14,54,11,35,2
04.01.2016 01:00:00,2,0,95,"2,08",4194304,312476,"7,45",0,12,54,1,1,2
04.01.2016 01:05:00,2,0,98,"2,13",4194304,167353,"3,99",0,15,54,1,1,2
04.01.2016 01:10:00,2,0,106,"2,33",4194304,209296,"4,99",0,60,54,2,49,2
04.01.2016 01:15:00,2,0,96,"2,09",4194304,343513,"8,19",0,14,54,1,1,2
04.01.2016 01:20:00,2,0,97,"2,12",4194304,161481,"3,85",0,12,54,1,1,2
04.01.2016 01:25:00,2,0,97,"2,13",4194304,184130,"4,39",0,14,54,1,1,2
04.01.2016 01:30:00,2,0,94,"2,06",4194304,158964,"3,79",0,11,54,1,1,2
04.01.2016 01:35:00,2,0,108,"2,36",4194304,312476,"7,45",0,14,54,11,36,2
04.01.2016 01:40:00,2,0,99,"2,17",4194304,377068,"8,99",0,13,54,0,1,2
